date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:16:05	167201/167201	---M--	200	added ('OK')	image/png	etag:%2228d21-57362ca5afed6%22	http://dreamguys.co.in/demo/medifab/blue/assets/img/about-img.png	F:/hospital/dreamguys.co.in/demo/medifab/blue/assets/img/about-img.png	(from http://dreamguys.co.in/demo/medifab/blue/about-us.html)
15:16:07	39094/39094	---M--	200	added ('OK')	image/jpeg	etag:%2298b6-57362cb0bc165%22	http://dreamguys.co.in/demo/medifab/blue/assets/img/doctor-03.jpg	F:/hospital/dreamguys.co.in/demo/medifab/blue/assets/img/doctor-03.jpg	(from http://dreamguys.co.in/demo/medifab/blue/doctors.html)
15:16:08	58579/58579	---M--	200	added ('OK')	image/jpeg	etag:%22e4d3-57362cb05e562%22	http://dreamguys.co.in/demo/medifab/blue/assets/img/doctor-02.jpg	F:/hospital/dreamguys.co.in/demo/medifab/blue/assets/img/doctor-02.jpg	(from http://dreamguys.co.in/demo/medifab/blue/doctors.html)
15:16:09	38942/38942	---M--	200	added ('OK')	image/jpeg	etag:%22981e-57362cb213115%22	http://dreamguys.co.in/demo/medifab/blue/assets/img/doctor-04.jpg	F:/hospital/dreamguys.co.in/demo/medifab/blue/assets/img/doctor-04.jpg	(from http://dreamguys.co.in/demo/medifab/blue/doctors.html)
15:16:11	46298/46298	---M--	200	added ('OK')	image/jpeg	etag:%22b4da-57362cb299584%22	http://dreamguys.co.in/demo/medifab/blue/assets/img/doctor-05.jpg	F:/hospital/dreamguys.co.in/demo/medifab/blue/assets/img/doctor-05.jpg	(from http://dreamguys.co.in/demo/medifab/blue/doctors.html)
15:16:13	49613/49613	---M--	200	added ('OK')	image/jpeg	etag:%22c1cd-57362cb46ae32%22	http://dreamguys.co.in/demo/medifab/blue/assets/img/doctor-07.jpg	F:/hospital/dreamguys.co.in/demo/medifab/blue/assets/img/doctor-07.jpg	(from http://dreamguys.co.in/demo/medifab/blue/doctors.html)
15:16:14	37363/37363	---M--	200	added ('OK')	image/jpeg	etag:%2291f3-57362cb55dc8e%22	http://dreamguys.co.in/demo/medifab/blue/assets/img/doctor-08.jpg	F:/hospital/dreamguys.co.in/demo/medifab/blue/assets/img/doctor-08.jpg	(from http://dreamguys.co.in/demo/medifab/blue/doctors.html)
15:16:16	3784/3784	---M--	200	added ('OK')	image/jpeg	etag:%22ec8-57362cab847c4%22	http://dreamguys.co.in/demo/medifab/blue/assets/img/blog-thumb-01.jpg	F:/hospital/dreamguys.co.in/demo/medifab/blue/assets/img/blog-thumb-01.jpg	(from http://dreamguys.co.in/demo/medifab/blue/blog.html)
15:16:16	3362/3362	---M--	200	added ('OK')	image/jpeg	etag:%22d22-57362cabdf4ed%22	http://dreamguys.co.in/demo/medifab/blue/assets/img/blog-thumb-02.jpg	F:/hospital/dreamguys.co.in/demo/medifab/blue/assets/img/blog-thumb-02.jpg	(from http://dreamguys.co.in/demo/medifab/blue/blog.html)
15:16:17	3175/3175	---M--	200	added ('OK')	image/jpeg	etag:%22c67-57362cac8ba77%22	http://dreamguys.co.in/demo/medifab/blue/assets/img/blog-thumb-03.jpg	F:/hospital/dreamguys.co.in/demo/medifab/blue/assets/img/blog-thumb-03.jpg	(from http://dreamguys.co.in/demo/medifab/blue/blog.html)
15:16:17	3744/3744	---M--	200	added ('OK')	image/jpeg	etag:%22ea0-57362cacf2ec7%22	http://dreamguys.co.in/demo/medifab/blue/assets/img/blog-thumb-04.jpg	F:/hospital/dreamguys.co.in/demo/medifab/blue/assets/img/blog-thumb-04.jpg	(from http://dreamguys.co.in/demo/medifab/blue/blog.html)
15:16:22	99907/99907	---M--	200	added ('OK')	image/jpeg	etag:%2218643-57362ca727a33%22	http://dreamguys.co.in/demo/medifab/blue/assets/img/blog-01.jpg	F:/hospital/dreamguys.co.in/demo/medifab/blue/assets/img/blog-01.jpg	(from http://dreamguys.co.in/demo/medifab/blue/blog.html)
15:16:23	77351/77351	---M--	200	added ('OK')	image/jpeg	etag:%2212e27-57362ca757bb9%22	http://dreamguys.co.in/demo/medifab/blue/assets/img/blog-02.jpg	F:/hospital/dreamguys.co.in/demo/medifab/blue/assets/img/blog-02.jpg	(from http://dreamguys.co.in/demo/medifab/blue/blog.html)
15:16:31	99559/99559	---M--	200	added ('OK')	image/jpeg	etag:%22184e7-57362caa81f5a%22	http://dreamguys.co.in/demo/medifab/blue/assets/img/blog-05.jpg	F:/hospital/dreamguys.co.in/demo/medifab/blue/assets/img/blog-05.jpg	(from http://dreamguys.co.in/demo/medifab/blue/blog-full-width.html)
