date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:16:32	15196/15196	---M-Z	200	added ('OK')	text/css	etag:%223b5c-57362c9160a0b-gzip%22	http://dreamguys.co.in/demo/medifab/blue/assets/css/select2.min.css	F:/hospital/dreamguys.co.in/demo/medifab/blue/assets/css/select2.min.css	(from http://dreamguys.co.in/demo/medifab/blue/appointment.html)
15:16:33	7785/7785	---M-Z	200	added ('OK')	text/css	etag:%221e69-57362c8cb5e58-gzip%22	http://dreamguys.co.in/demo/medifab/blue/assets/css/bootstrap-datetimepicker.min.css	F:/hospital/dreamguys.co.in/demo/medifab/blue/assets/css/bootstrap-datetimepicker.min.css	(from http://dreamguys.co.in/demo/medifab/blue/appointment.html)
15:16:35	70795/70795	---M--	200	added ('OK')	image/jpeg	etag:%221148b-57362ca8d6fea%22	http://dreamguys.co.in/demo/medifab/blue/assets/img/blog-03.jpg	F:/hospital/dreamguys.co.in/demo/medifab/blue/assets/img/blog-03.jpg	(from http://dreamguys.co.in/demo/medifab/blue/blog-grid.html)
15:16:36	66664/66664	---M-Z	200	added ('OK')	application/javascript	etag:%2210468-57362ccfe4c24-gzip%22	http://dreamguys.co.in/demo/medifab/blue/assets/js/select2.min.js	F:/hospital/dreamguys.co.in/demo/medifab/blue/assets/js/select2.min.js	(from http://dreamguys.co.in/demo/medifab/blue/appointment.html)
15:16:38	127389/127389	---M--	200	added ('OK')	image/jpeg	etag:%221f19d-57362caad3815%22	http://dreamguys.co.in/demo/medifab/blue/assets/img/blog-06.jpg	F:/hospital/dreamguys.co.in/demo/medifab/blue/assets/img/blog-06.jpg	(from http://dreamguys.co.in/demo/medifab/blue/blog-full-width.html)
15:16:38	78743/78743	---M--	200	added ('OK')	image/jpeg	etag:%2213397-57362ca90467b%22	http://dreamguys.co.in/demo/medifab/blue/assets/img/blog-04.jpg	F:/hospital/dreamguys.co.in/demo/medifab/blue/assets/img/blog-04.jpg	(from http://dreamguys.co.in/demo/medifab/blue/blog-grid.html)
15:16:38	38510/38510	---M-Z	200	added ('OK')	application/javascript	etag:%22966e-57362cc9395f8-gzip%22	http://dreamguys.co.in/demo/medifab/blue/assets/js/bootstrap-datetimepicker.min.js	F:/hospital/dreamguys.co.in/demo/medifab/blue/assets/js/bootstrap-datetimepicker.min.js	(from http://dreamguys.co.in/demo/medifab/blue/appointment.html)
15:16:38	51465/51465	---M-Z	200	added ('OK')	application/javascript	etag:%22c909-57362ccc5d468-gzip%22	http://dreamguys.co.in/demo/medifab/blue/assets/js/moment.min.js	F:/hospital/dreamguys.co.in/demo/medifab/blue/assets/js/moment.min.js	(from http://dreamguys.co.in/demo/medifab/blue/appointment.html)
15:16:44	89420/89420	---M--	200	added ('OK')	image/jpeg	etag:%2215d4c-57362caeb7862%22	http://dreamguys.co.in/demo/medifab/blue/assets/img/department-img.jpg	F:/hospital/dreamguys.co.in/demo/medifab/blue/assets/img/department-img.jpg	(from http://dreamguys.co.in/demo/medifab/blue/department-details.html)
15:16:45	20057/20057	---M--	200	added ('OK')	image/jpeg	etag:%224e59-57362cc353b7f%22	http://dreamguys.co.in/demo/medifab/blue/assets/img/service-img.jpg	F:/hospital/dreamguys.co.in/demo/medifab/blue/assets/img/service-img.jpg	(from http://dreamguys.co.in/demo/medifab/blue/service-details.html)
